species_original_name,msw05_order,msw05_family,adultbodymass_g,gestationlen_d,littersize,homerange_km2,maxlongevity_m,populationdensity_n_km2,weaningage_d,trophiclevel,gr_midrangelat_dd,gr_midrangelong_dd,species_matched_name,open_tree_id,is_synonym
Ametrida centurio,Chiroptera,Phyllostomidae,10.61,,0.98,,,,,1.0,-2.18,-58.93,Ametrida centurio,895014,False
Ammodillus imbellis,Rodentia,Muridae,49.99,,,,,,,,7.14,46.46,Ammodillus imbellis,3610375,False
Ammodorcas clarkei,Artiodactyla,Bovidae,28049.81,200.0,1.0,,36.0,0.73,,,6.18,46.58,Ammodorcas clarkei,3611830,False
Ammospermophilus harrisii,Rodentia,Sciuridae,126.57,29.19,6.32,,,24.97,48.63,1.0,32.24,-111.58,Ammospermophilus harrisii,580350,False
Ammospermophilus insularis,Rodentia,Sciuridae,,,,,,,,,24.46,-110.34,Ammospermophilus insularis,632597,False
Ammospermophilus interpres,Rodentia,Sciuridae,112.53,,9.36,,,,,2.0,30.12,-104.13,Ammospermophilus interpres,580348,False
Ammospermophilus leucurus,Rodentia,Sciuridae,103.92,29.38,8.0,0.04,69.6,14.49,64.51,2.0,33.5,-113.4,Ammospermophilus leucurus,580339,False
Ammospermophilus nelsoni,Rodentia,Sciuridae,160.42,26.0,8.9,0.03,66.0,,29.83,2.0,35.77,-120.04,Ammospermophilus nelsoni,3609051,False
Ammotragus lervia,Artiodactyla,Bovidae,94202.22,156.24,1.22,7.06,252.0,,121.66,1.0,24.84,10.6,Ammotragus lervia,768699,False
Amorphochilus schnablii,Chiroptera,Furipteridae,,,0.99,,,,,3.0,-11.15,-75.01,Amorphochilus schnablii,3614022,False
Amphinectomys savamis,Rodentia,Cricetidae,,,,,,,,,,,Amphinectomys savamis,139343,False
Anathana ellioti,Scandentia,Tupaiidae,160.0,,4.84,,,,,,16.0,80.18,Anathana ellioti,603405,False
Andalgalomys olrogi,Rodentia,Cricetidae,32.9,,,,,,,,-27.64,-66.27,Andalgalomys olrogi,554235,False
Andalgalomys pearsoni,Rodentia,Cricetidae,25.4,,,,,,,,-20.11,-60.25,Andalgalomys pearsoni,554233,False
Andalgalomys roigi,Rodentia,Cricetidae,,,,,,,,,,,Andalgalomys roigi,972224,False
Andinomys edax,Rodentia,Cricetidae,69.75,,2.91,,,,,,-22.59,-67.88,Andinomys edax,84877,False
Anisomys imitator,Rodentia,Muridae,510.5,,,,,,,1.0,-6.67,142.45,Anisomys imitator,976853,False
Anomalurus beecrofti,Rodentia,Anomaluridae,479.07,,0.98,,,,,,4.89,5.88,Anomalurus beecrofti,254702,False
Anomalurus derbianus,Rodentia,Anomaluridae,665.84,,1.0,0.04,,50.43,,1.0,-4.44,13.45,Anomalurus derbianus,3609277,False
Anomalurus pelii,Rodentia,Anomaluridae,1769.99,,2.5,,,,,,6.17,-5.66,Anomalurus pelii,3609276,False
Anomalurus pusillus,Rodentia,Anomaluridae,250.0,,,,,6.22,,,0.52,9.22,Anomalurus pusillus,3609275,False
Anonymomys mindorensis,Rodentia,Muridae,,,,,,,,,13.26,120.83,Anonymomys mindorensis,3611060,False
Anotomys leander,Rodentia,Cricetidae,66.39,,0.97,,,,,,-1.43,-78.32,Anotomys leander,3610119,False
Anoura caudifer,Chiroptera,Phyllostomidae,10.81,107.97,0.99,,,,,2.0,-8.12,-58.68,Anoura caudifer,351792,False
Anoura cultrata,Chiroptera,Phyllostomidae,17.39,,1.22,,,,,2.0,-1.7,-74.38,Anoura cultrata,485774,False
Anoura geoffroyi,Chiroptera,Phyllostomidae,15.15,125.14,0.99,,120.0,,62.5,2.0,0.25,-71.81,Anoura geoffroyi,688667,False
Anoura latidens,Chiroptera,Phyllostomidae,15.06,,,,,,,2.0,9.59,-66.77,Anoura latidens,130223,False
Anoura luismanueli,Chiroptera,Phyllostomidae,,,,,,,,,8.85,-70.82,Anoura luismanueli,3613592,False
Anourosorex assamensis,Soricomorpha,Soricidae,,,,,,,,,,,Anourosorex assamensis,3614454,False
Anourosorex schmidi,Soricomorpha,Soricidae,,,,,,,,,,,Anourosorex schmidi,3614455,False
Anourosorex squamipes,Soricomorpha,Soricidae,20.0,,2.82,,,190.0,,,25.66,99.97,Anourosorex squamipes,557343,False
Anourosorex yamashinai,Soricomorpha,Soricidae,,,,,,,,,23.6,121.02,Anourosorex yamashinai,843247,False
Antechinomys laniger,Dasyuromorphia,Dasyuridae,25.57,11.74,5.99,,39.6,,91.24,,-27.09,131.24,Antechinomys laniger,1090598,False
Antechinus adustus,Dasyuromorphia,Dasyuridae,,,,,,,,,-17.92,145.62,Antechinus adustus,3607143,False
Antechinus agilis,Dasyuromorphia,Dasyuridae,22.13,27.0,10.0,,,711.0,89.99,,-36.44,146.0,Antechinus agilis,664295,False
Antechinus bellus,Dasyuromorphia,Dasyuridae,38.73,30.0,10.08,,27.6,160.0,95.0,,-12.91,133.77,Antechinus bellus,760615,False
Antechinus flavipes,Dasyuromorphia,Dasyuridae,44.33,28.0,8.54,,42.0,688.83,89.74,,-26.92,134.3,Antechinus flavipes,831054,False
Antechinus godmani,Dasyuromorphia,Dasyuridae,75.74,,4.58,,,5.3,111.68,,-17.94,145.07,Antechinus godmani,760617,False
Antechinus leo,Dasyuromorphia,Dasyuridae,70.09,30.99,8.19,,24.0,162.0,76.78,,-13.08,143.31,Antechinus leo,837436,False
Antechinus minimus,Dasyuromorphia,Dasyuridae,52.56,29.27,7.19,,24.0,1400.0,99.1,,-40.2,144.07,Antechinus minimus,760612,False
Antechinus stuartii,Dasyuromorphia,Dasyuridae,29.01,28.15,6.89,0.008782702,36.0,328.78,89.74,2.0,-26.74,149.43,Antechinus stuartii,74733,False
Antechinus subtropicus,Dasyuromorphia,Dasyuridae,,,,,,,,,-27.61,152.85,Antechinus subtropicus,3607144,False
Antechinus swainsonii,Dasyuromorphia,Dasyuridae,58.69,29.69,8.24,,24.0,974.49,105.66,2.0,-34.87,147.42,Antechinus swainsonii,74726,False
Anthops ornatus,Chiroptera,Hipposideridae,,,,,,,,,-8.01,158.03,Anthops ornatus,879094,False
Antidorcas marsupialis,Artiodactyla,Bovidae,33571.24,169.49,1.0,,240.0,10.69,57.45,1.0,-20.74,19.66,Antidorcas marsupialis,363040,False
Antilocapra americana,Artiodactyla,Antilocapridae,47450.01,247.99,1.93,8.05,144.0,0.82,87.54,1.0,37.21,-108.14,Antilocapra americana,768683,False
Antilope cervicapra,Artiodactyla,Bovidae,36301.1,166.59,1.22,0.62,243.0,4.25,59.5,1.0,18.75,76.56,Antilope cervicapra,363043,False
Antrozous pallidus,Chiroptera,Vespertilionidae,22.24,59.01,1.78,,109.2,,61.1,3.0,34.54,-99.34,Antrozous pallidus,913941,False
Aonyx capensis,Carnivora,Mustelidae,19322.22,62.99,2.62,99.74,132.0,0.35,,2.0,-8.89,12.27,Aonyx capensis,4709,False
Aonyx cinerea,Carnivora,Mustelidae,3527.59,63.31,1.47,,121.0,,79.54,3.0,11.3,98.3,Aonyx cinereus,956747,True
Aotus azarae,Primates,Aotidae,929.57,,1.0,,,15.94,229.69,2.0,-17.05,-63.12,Aotus azarae,1058659,False
Aotus hershkovitzi,Primates,Aotidae,800.0,,,,,,,2.0,3.49,-74.07,Aotus lemurinus,897634,True
Aotus lemurinus,Primates,Aotidae,865.96,132.23,1.01,,216.0,35.43,74.57,2.0,6.21,-76.76,Aotus lemurinus,897634,False
Aotus miconax,Primates,Aotidae,800.0,,,,,,,2.0,-5.96,-77.01,Aotus miconax,3607601,False
Aotus nancymaae,Primates,Aotidae,791.03,,1.02,,,28.16,,2.0,-4.59,-71.28,Aotus nancymaae,913299,False
Aotus nigriceps,Primates,Aotidae,1057.0,,,,,38.0,,2.0,-7.72,-65.79,Aotus nigriceps,685852,False
Aotus trivirgatus,Primates,Aotidae,912.4,133.47,1.06,0.02,303.6,24.37,76.21,2.0,4.15,-65.62,Aotus trivirgatus,791711,False
Aotus vociferans,Primates,Aotidae,872.99,,1.02,,,23.51,,1.0,1.06,-69.4,Aotus vociferans,685855,False
Aplodontia rufa,Rodentia,Aplodontiidae,806.21,30.0,2.46,0.001352133,120.0,778.39,58.4,1.0,43.22,-121.47,Aplodontia rufa,159158,False
Apodemus agrarius,Rodentia,Muridae,21.11,19.89,5.64,,48.0,1098.35,,,41.83,73.85,Apodemus agrarius,351537,False
Apodemus alpicola,Rodentia,Muridae,,,,,,,,,45.82,10.68,Apodemus alpicola,1085351,False
Apodemus argenteus,Rodentia,Muridae,,,,,,,,,38.25,137.69,Apodemus argenteus,663824,False
Apodemus chevrieri,Rodentia,Muridae,,,,,,,,,28.54,104.65,Apodemus chevrieri,588266,False
Apodemus draco,Rodentia,Muridae,,,,,,,,,31.48,110.08,Apodemus draco,588269,False
Apodemus epimelas,Rodentia,Muridae,,,,,,,,,40.87,20.25,Apodemus epimelas,397731,False
Apodemus flavicollis,Rodentia,Muridae,31.6,24.5,4.94,0.001253831,48.0,1770.0,,,51.12,25.97,Apodemus flavicollis,1088760,False
Apodemus gurkha,Rodentia,Muridae,,,,,,,,,28.18,84.93,Apodemus gurkha,644322,False
Apodemus hyrcanicus,Rodentia,Muridae,,,,,,,,,40.1,48.77,Apodemus hyrcanicus,3608834,False
Apodemus latronum,Rodentia,Muridae,,,,,,,,,27.19,100.03,Apodemus latronum,1046532,False
Apodemus mystacinus,Rodentia,Muridae,43.84,23.0,3.88,,,,,,37.59,33.94,Apodemus mystacinus,1085349,False
Apodemus pallipes,Rodentia,Muridae,,,,,,,,,33.56,72.57,Apodemus pallipes,429364,False
Apodemus peninsulae,Rodentia,Muridae,,,4.41,,,,,,48.26,114.26,Apodemus peninsulae,644308,False
Apodemus ponticus,Rodentia,Muridae,,,,,,,,,38.15,42.1,Apodemus ponticus,883091,False
Apodemus rusiges,Rodentia,Muridae,,,,,,,,,33.16,76.99,Apodemus rusiges,3608833,False
Apodemus semotus,Rodentia,Muridae,25.77,,3.56,,,,,,23.6,121.02,Apodemus semotus,644320,False
Apodemus speciosus,Rodentia,Muridae,43.75,,4.47,,,,,,38.25,137.69,Apodemus speciosus,644310,False
Apodemus sylvaticus,Rodentia,Muridae,21.9,23.68,5.16,0.007114139,52.8,780.0,19.36,2.0,47.53,14.65,Apodemus sylvaticus,794922,False
Apodemus uralensis,Rodentia,Muridae,18.26,,5.72,,,,,,44.51,52.53,Apodemus uralensis,1087647,False
Apodemus witherbyi,Rodentia,Muridae,20.66,,,,,,,,38.83,45.63,Apodemus witherbyi,926226,False
Apomys abrae,Rodentia,Muridae,34.88,,,,,,,,16.37,121.41,Apomys abrae,625473,False
Apomys datae,Rodentia,Muridae,34.88,,,,,,,,17.0,120.92,Apomys datae,359217,False
Apomys gracilirostris,Rodentia,Muridae,,,,,,,,,,,Apomys gracilirostris,359216,False
Apomys hylocetes,Rodentia,Muridae,34.88,,,,,,,,7.57,125.3,Apomys hylocoetes,359227,True
Apomys insignis,Rodentia,Muridae,34.88,,,,,,,,8.01,124.24,Apomys insignis,359225,False
Apomys littoralis,Rodentia,Muridae,30.95,,,,,,,,8.63,124.24,Apomys littoralis,3608633,False
Apomys microdon,Rodentia,Muridae,34.98,,,,,,,2.0,13.58,122.49,Apomys microdon,359223,False
Apomys musculus,Rodentia,Muridae,21.2,,,0.002683942,,1124.83,,2.0,15.42,121.97,Apomys musculus,359221,False
Apomys sacobianus,Rodentia,Muridae,34.88,,,,,,,,15.18,120.54,Apomys sacobianus,3608634,False
Aproteles bulmerae,Chiroptera,Pteropodidae,623.91,,1.0,,,,,1.0,-5.8,143.07,Aproteles bulmerae,635014,False
Arborimus albipes,Rodentia,Cricetidae,23.0,,2.73,,,,,1.0,43.2,-123.2,Arborimus albipes,663531,False
Arborimus longicaudus,Rodentia,Cricetidae,22.39,28.11,2.91,,,,30.49,1.0,43.6,-123.01,Arborimus longicaudus,663525,False
Arborimus pomo,Rodentia,Cricetidae,32.49,32.33,2.0,,,,35.29,1.0,39.75,-123.52,Arborimus pomo,663528,False
Archboldomys luzonensis,Rodentia,Muridae,35.34,,,,,575.19,,3.0,13.65,123.38,Archboldomys luzonensis,1047897,False
Archboldomys musseri,Rodentia,Muridae,,,,,,,,,,,Soricomys musseri,1047900,True
Arctictis binturong,Carnivora,Viverridae,12999.99,92.24,2.5,,272.4,,117.57,1.0,9.84,104.16,Arctictis binturong,768502,False
Arctocebus aureus,Primates,Lorisidae,234.16,,,,,,,,-0.41,13.67,Arctocebus aureus,673376,False
Arctocebus calabarensis,Primates,Lorisidae,258.01,133.74,1.01,,156.0,6.2,109.26,2.0,5.52,9.71,Arctocebus calabarensis,323051,False
Arctocephalus australis,Carnivora,Otariidae,67979.43,246.38,1.0,,252.0,,365.0,2.0,,,Arctocephalus australis,796568,False
Arctocephalus forsteri,Carnivora,Otariidae,101249.99,242.47,1.0,,180.0,,323.72,2.0,,,Arctocephalus forsteri,180381,False
Arctocephalus galapagoensis,Carnivora,Otariidae,39448.04,215.94,1.0,,264.0,,821.25,2.0,,,Arctocephalus galapagoensis,590445,False
Arctocephalus gazella,Carnivora,Otariidae,96599.99,294.69,1.0,,276.0,22.0,116.28,3.0,,,Arctocephalus gazella,336157,False
Arctocephalus philippii,Carnivora,Otariidae,94999.99,,1.0,,,,,2.0,,,Arctocephalus philippii,796545,False
Arctocephalus pusillus,Carnivora,Otariidae,178500.0,357.99,1.0,,252.0,,356.3,3.0,,,Arctocephalus pusillus,336156,False
Arctocephalus townsendi,Carnivora,Otariidae,101063.71,,1.0,,288.0,,328.13,3.0,,,Arctocephalus townsendi,796557,False
Arctocephalus tropicalis,Carnivora,Otariidae,92222.55,241.69,1.4,,276.0,,304.16,2.0,,,Arctocephalus tropicalis,336151,False
Arctogalidia trivirgata,Carnivora,Viverridae,2323.79,45.95,2.79,,190.0,,49.41,2.0,10.9,105.38,Arctogalidia trivirgata,768505,False
Arctonyx collaris,Carnivora,Mustelidae,8166.52,42.89,3.0,,167.0,,165.64,2.0,16.92,107.06,Arctonyx collaris,1086986,False
Ardops nichollsi,Chiroptera,Phyllostomidae,19.23,,0.99,,,,,1.0,15.32,-61.9,Ardops nichollsi,894926,False
Arielulus aureocollaris,Chiroptera,Vespertilionidae,,,,,,,,,20.06,99.12,Arielulus aureocollaris,180056,False
Arielulus circumdatus,Chiroptera,Vespertilionidae,10.4,,,,,,,,10.49,97.65,Arielulus circumdatus,1072700,False
Arielulus cuprosus,Chiroptera,Vespertilionidae,,,,,,,,,5.88,117.94,Arielulus cuprosus,505791,False
Arielulus societatis,Chiroptera,Vespertilionidae,,,,,,,,,4.64,101.59,Arielulus societatis,3613872,False
Arielulus torquatus,Chiroptera,Vespertilionidae,,,,,,,,,23.6,121.02,Arielulus torquatus,3613896,False
Ariteus flavescens,Chiroptera,Phyllostomidae,,,,,,,,,18.22,-66.42,Ariteus flavescens,842058,False
Artibeus amplus,Chiroptera,Phyllostomidae,61.04,,,,,,,1.0,5.27,-65.96,Artibeus amplus,900091,False
Artibeus anderseni,Chiroptera,Phyllostomidae,,,0.98,,,,,1.0,-9.0,-68.26,Artibeus anderseni,805983,False
Artibeus aztecus,Chiroptera,Phyllostomidae,20.81,,0.99,,,,,1.0,16.41,-94.74,Artibeus aztecus,1039987,False
Artibeus cinereus,Chiroptera,Phyllostomidae,12.7,,0.99,,,,,1.0,5.42,-60.73,Artibeus cinereus,513419,False
Artibeus concolor,Chiroptera,Phyllostomidae,19.65,,,,,,,1.0,-1.5,-55.01,Artibeus concolor,513416,False
Artibeus fimbriatus,Chiroptera,Phyllostomidae,63.89,,,,,,,1.0,-23.48,-50.5,Artibeus fimbriatus,805974,False
Artibeus fraterculus,Chiroptera,Phyllostomidae,,,0.98,,,,,1.0,-6.32,-78.52,Artibeus fraterculus,805976,False
Artibeus glaucus,Chiroptera,Phyllostomidae,12.31,,,,,,,1.0,-7.53,-58.07,Artibeus glaucus,513426,False
Artibeus gnomus,Chiroptera,Phyllostomidae,10.06,,,,,,,,-1.41,-57.44,Artibeus glaucus gnomus,513423,True
Artibeus hirsutus,Chiroptera,Phyllostomidae,40.42,,0.98,,,,,1.0,22.67,-104.25,Artibeus hirsutus,805978,False
Artibeus incomitatus,Chiroptera,Phyllostomidae,,,,,,,,,9.09,-81.55,Dermanura incomitata,658640,True
Artibeus inopinatus,Chiroptera,Phyllostomidae,,,,,,,,1.0,12.64,-87.75,Artibeus inopinatus,431860,False
Artibeus jamaicensis,Chiroptera,Phyllostomidae,43.63,138.7,1.0,,120.0,,,2.0,0.29,-71.79,Artibeus jamaicensis,289157,False
Artibeus lituratus,Chiroptera,Phyllostomidae,59.3,106.45,1.0,,,,,1.0,-3.73,-66.56,Artibeus lituratus,857633,False
Artibeus obscurus,Chiroptera,Phyllostomidae,35.91,,0.98,,,,,1.0,-8.85,-56.48,Artibeus obscurus,513451,False
Artibeus phaeotis,Chiroptera,Phyllostomidae,11.69,,0.99,,,,,2.0,10.89,-91.49,Artibeus phaeotis,513447,False
Artibeus toltecus,Chiroptera,Phyllostomidae,15.47,,0.99,,,,,1.0,13.89,-92.76,Artibeus toltecus,362821,False
Artibeus watsoni,Chiroptera,Phyllostomidae,11.2,,1.0,,,,,,13.16,-86.37,Artibeus glaucus watsoni,805986,True
Arvicanthis abyssinicus,Rodentia,Muridae,73.34,,,,,10983.58,,,10.62,38.28,Arvicanthis abyssinicus,686841,False
Arvicanthis ansorgei,Rodentia,Muridae,,,,,,,,,,,Arvicanthis ansorgei,743637,False
Arvicanthis blicki,Rodentia,Muridae,128.0,,,,,,,,7.02,39.26,Arvicanthis blicki,3608718,False
Arvicanthis nairobae,Rodentia,Muridae,,,,,,,,,-2.93,37.3,Arvicanthis nairobae,481620,False
Arvicanthis neumanni,Rodentia,Muridae,,,,,,,,,2.58,41.29,Arvicanthis neumanni,911456,False
Arvicanthis niloticus,Rodentia,Muridae,95.8,21.99,4.86,,,7309.52,21.0,,8.31,14.23,Arvicanthis niloticus,686838,False
Arvicanthis rufinus,Rodentia,Muridae,,,,,,,,,,,Arvicanthis rufinus,3608719,False
Arvicola amphibius,Rodentia,Cricetidae,120.0,21.24,4.76,,60.0,57067.85,14.0,,51.2,65.2,Arvicola amphibius,684847,False
Arvicola sapidus,Rodentia,Cricetidae,219.99,,3.21,,42.0,,,,42.98,-1.45,Arvicola sapidus,1035813,False
Arvicola scherman,Rodentia,Cricetidae,,,,,,,,,,,Arvicola scherman,496185,False
Asellia patrizii,Chiroptera,Hipposideridae,,,,,,,,,12.97,41.9,Asellia patrizii,3614051,False
Asellia tridens,Chiroptera,Hipposideridae,12.94,66.1,,,,,,3.0,17.61,25.65,Asellia tridens,992342,False
Aselliscus stoliczkanus,Chiroptera,Hipposideridae,6.09,,,,,,,3.0,15.42,105.36,Aselliscus stoliczkanus,791905,False
Aselliscus tricuspidatus,Chiroptera,Hipposideridae,4.08,,0.99,,,,,3.0,-6.97,146.91,Aselliscus tricuspidatus,742153,False
Atelerix albiventris,Erinaceomorpha,Erinaceidae,293.44,35.99,3.98,,,,59.27,2.0,0.04,16.93,Atelerix albiventris,376305,False
Tarsius tarsier,Primates,Tarsiidae,168.04,181.69,1.0,0.02,144.0,200.0,67.61,2.0,-1.97,121.99,Tarsius tarsier,721280,False
Tarsomys apoensis,Rodentia,Muridae,,,,,,,,,7.59,124.45,Tarsomys apoensis,109415,False
Tarsomys echinatus,Rodentia,Muridae,,,,,,,,,6.36,125.07,Tarsomys echinatus,3608739,False
Tasmacetus shepherdi,Cetacea,Ziphiidae,2500000.0,,,,,,,3.0,,,Tasmacetus shepherdi,319470,False
Tateomys macrocercus,Rodentia,Muridae,,,,,,,,,-1.22,120.13,Tateomys macrocercus,3610349,False
Tateomys rhinogradoides,Rodentia,Muridae,,,,,,,,,-3.21,119.73,Tateomys rhinogradoides,3610351,False
Tatera indica,Rodentia,Muridae,138.28,25.25,4.99,0.001368298,84.0,,29.77,2.0,20.87,64.45,Tatera indica,818707,False
Taterillus arenarius,Rodentia,Muridae,47.0,,,,,,,,16.51,-7.23,Taterillus arenarius,404794,False
Taterillus congicus,Rodentia,Muridae,,,,,,,,,8.08,22.36,Taterillus congicus,3608933,False
Taterillus emini,Rodentia,Muridae,52.0,,3.76,,,,,,5.37,32.49,Taterillus emini,342266,False
Taterillus gracilis,Rodentia,Muridae,49.9,28.11,4.0,,,467.68,,,14.29,-1.84,Taterillus gracilis,981026,False
Taterillus harringtoni,Rodentia,Muridae,,,,,,,,,5.62,34.34,Taterillus harringtoni,3608935,False
Taterillus lacustris,Rodentia,Muridae,,,,,,,,,12.37,13.9,Taterillus lacustris,3608931,False
Taterillus petteri,Rodentia,Muridae,,,,,,,,,14.26,0.26,Taterillus petteri,3608934,False
Taterillus pygargus,Rodentia,Muridae,60.19,26.34,4.47,0.000415138,,3000.0,20.92,1.0,15.13,-14.55,Taterillus pygargus,404792,False
Taterillus tranieri,Rodentia,Muridae,,,,,,,,,,,Taterillus tranieri,3608932,False
Taurotragus derbianus,Artiodactyla,Bovidae,646024.25,,,,194.04,0.74,,1.0,8.76,8.51,Taurotragus derbianus,147238,False
Taurotragus oryx,Artiodactyla,Bovidae,562592.69,271.0,1.0,195.15,300.0,1.64,128.68,1.0,-10.1,27.07,Tragelaphus oryx,70832,True
Taxidea taxus,Carnivora,Mustelidae,7842.15,43.8,2.76,3.44,312.0,1.94,41.99,3.0,38.45,-101.73,Taxidea taxus,754612,False
Tayassu pecari,Artiodactyla,Tayassuidae,31798.71,158.0,2.0,40.97,252.0,1.59,13.64,2.0,-5.72,-65.24,Tayassu pecari,906307,False
Tenrec ecaudatus,Afrosoricida,Tenrecidae,887.59,60.24,16.89,,75.6,,21.87,2.0,-18.96,46.82,Tenrec ecaudatus,680963,False
Tetracerus quadricornis,Artiodactyla,Bovidae,19282.12,207.31,1.65,,129.96,,,1.0,22.28,78.8,Tetracerus quadricornis,374283,False
Thallomys loringi,Rodentia,Muridae,,,,,,,,,-1.74,35.75,Thallomys loringi,1073173,False
Thallomys nigricauda,Rodentia,Muridae,124.49,,,,,,,,-21.81,20.5,Thallomys nigricauda,948855,False
Thallomys paedulcus,Rodentia,Muridae,77.7,26.34,3.2,,42.0,34.0,29.49,,-11.04,33.48,Thallomys paedulcus,400681,False
Thallomys shortridgei,Rodentia,Muridae,,,,,,,,,-28.53,20.08,Thallomys shortridgei,3608748,False
Thalpomys cerradensis,Rodentia,Cricetidae,23.99,,,,,,,,-14.54,-50.41,Thalpomys cerradensis,817140,False
Thalpomys lasiotis,Rodentia,Cricetidae,23.99,,,,,,,,-16.51,-46.06,Thalpomys lasiotis,1094984,False
Thamnomys kempi,Rodentia,Muridae,75.0,,,,,,,,-1.42,29.54,Thamnomys kempi,3610623,False
Thamnomys major,Rodentia,Muridae,,,,,,,,,,,Thamnomys major,3611206,False
Thamnomys venustus,Rodentia,Muridae,61.88,,1.33,,,,,,-1.08,29.32,Thamnomys venustus,3611156,False
Thaptomys nigrita,Rodentia,Cricetidae,19.9,,,,,,,,-20.53,-48.0,Thaptomys nigrita,375640,False
Theropithecus gelada,Primates,Cercopithecidae,15964.11,178.64,1.01,1.16,336.0,51.42,494.95,1.0,10.95,39.37,Theropithecus gelada,741053,False
Thomasomys apeco,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys apeco,3608263,False
Thomasomys aureus,Rodentia,Cricetidae,87.99,,,,,,,1.0,-4.29,-71.95,Thomasomys aureus,835317,False
Thomasomys baeops,Rodentia,Cricetidae,77.0,,,,,,,,-1.62,-78.92,Thomasomys baeops,463859,False
Thomasomys bombycinus,Rodentia,Cricetidae,114.5,,,,,,,,6.83,-76.07,Thomasomys bombycinus,3608265,False
Thomasomys caudivarius,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys caudivarius,40931,False
Thomasomys cinereiventer,Rodentia,Cricetidae,77.0,,,,,,,,,,Thomasomys cinereiventer,3608248,False
Thomasomys cinereus,Rodentia,Cricetidae,77.0,,,,,,,,,,Thomasomys cinereus,3608258,False
Thomasomys cinnameus,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys cinnameus,40926,False
Thomasomys daphne,Rodentia,Cricetidae,77.0,,,,,,,,-14.87,-68.24,Thomasomys daphne,225545,False
Thomasomys eleusis,Rodentia,Cricetidae,77.0,,,,,,,,,,Thomasomys eleusis,3608245,False
Thomasomys erro,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys erro,680099,False
Thomasomys gracilis,Rodentia,Cricetidae,77.0,,,,,,,,,,Thomasomys gracilis,770871,False
Thomasomys hudsoni,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys hudsoni,3608246,False
Thomasomys hylophilus,Rodentia,Cricetidae,77.0,,,,,,,,7.49,-72.54,Thomasomys hylophilus,3608259,False
Thomasomys incanus,Rodentia,Cricetidae,77.0,,,,,,,,-11.81,-74.09,Thomasomys incanus,3608267,False
Thomasomys ischyrus,Rodentia,Cricetidae,77.0,,,,,,,,-7.98,-76.96,Thomasomys ischyurus,196737,True
Thomasomys kalinowskii,Rodentia,Cricetidae,77.0,,,,,,,,-9.39,-76.38,Thomasomys kalinowskii,3608251,False
Thomasomys ladewi,Rodentia,Cricetidae,77.0,,,,,,,,-15.62,-68.17,Thomasomys ladewi,40928,False
Thomasomys laniger,Rodentia,Cricetidae,35.74,,,,,,,,7.48,-71.89,Thomasomys laniger,3608254,False
Thomasomys macrotis,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys macrotis,3608244,False
Thomasomys monochromos,Rodentia,Cricetidae,77.0,,,,,,,,,,Thomasomys monochromos,3608264,False
Thomasomys niveipes,Rodentia,Cricetidae,54.09,,,,,,,,4.82,-73.47,Thomasomys niveipes,3608260,False
Thomasomys notatus,Rodentia,Cricetidae,77.0,,,,,,,,-12.92,-72.45,Thomasomys notatus,196739,False
Thomasomys onkiro,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys onkiro,3608250,False
Thomasomys oreas,Rodentia,Cricetidae,77.0,,,,,,,,-14.43,-68.28,Thomasomys oreas,196741,False
Thomasomys paramorum,Rodentia,Cricetidae,77.0,,,,,,,,-1.35,-78.36,Thomasomys paramorum,3608252,False
Thomasomys popayanus,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys popayanus,3608247,False
Thomasomys praetor,Rodentia,Cricetidae,,,,,,,,,,,Thomasomys praetor,3608242,False
Thomasomys pyrrhonotus,Rodentia,Cricetidae,77.0,,,,,,,,-4.54,-79.32,Thomasomys pyrrhonotus,3608262,False
Thomasomys rhoadsi,Rodentia,Cricetidae,77.0,,,,,,,,-1.29,-78.36,Thomasomys rhoadsi,3608266,False
Thomasomys rosalinda,Rodentia,Cricetidae,77.0,,,,,,,,-7.69,-77.33,Thomasomys rosalinda,3608255,False
Thomasomys silvestris,Rodentia,Cricetidae,77.0,,,,,,,,-1.17,-78.62,Thomasomys silvestris,3608257,False
Thomasomys taczanowskii,Rodentia,Cricetidae,77.0,,,,,,,,-6.55,-78.9,Thomasomys taczanowskii,3608261,False
