canonical_taxon_id,phylo_dim_1,phylo_dim_2,phylo_dim_3,phylo_dim_4,phylo_dim_5,phylo_dim_6,phylo_dim_7,phylo_dim_8,phylo_dim_9,phylo_dim_10,phylo_dim_11,phylo_dim_12,phylo_dim_13,phylo_dim_14,phylo_dim_15,phylo_dim_16,phylo_dim_17,phylo_dim_18,phylo_dim_19,phylo_dim_20,phylo_dim_21,phylo_dim_22,phylo_dim_23,phylo_dim_24,phylo_dim_25,phylo_dim_26,phylo_dim_27,phylo_dim_28,phylo_dim_29,phylo_dim_30,phylo_dim_31,phylo_dim_32
abrothrix_longipilis,-150.89899698439217,-23.478196744093314,-5.491945152993768,3.9596083068820223,0.8236392864937003,-30.734272123226837,-44.98957194581536,-4.079338518979156e-05,4.507356434982105e-05,-13.666324066382627,-0.0023950287004162137,0.023393466833187757,5.055256232739319,-0.15675514721850117,0.0013805912184316632,3.7864877674047674,0.17362083400655698,0.00020827693534146522,-0.1333614596969635,-7.089768073633027e-05,-0.0013426606505261938,0.0008198507098727688,-0.7217835664898965,-0.014512775227357038,0.013316487896649347,0.00014009352397870918,0.018911826474931403,-0.061497576047806424,-1.6986312232385698e-06,-0.05888492866190447,-2.0488706301767907e-05,-0.0021908018865734362
abrothrix_olivaceus,-150.89899698439217,-23.478196744093317,-5.491945152993769,3.9596083068820107,0.8236392864942049,-30.734272123226862,-44.98957194581534,-4.079338456650339e-05,4.507356476626083e-05,-13.666324066382646,-0.002395028700731781,0.023393466832982674,5.055256232739276,-0.15675514721790587,0.0013805912183900795,3.7864877674042754,0.17362083400662887,0.00020827693479699388,-0.13336145969697744,-7.089768031970284e-05,-0.0013426606505186989,0.0008198507100505876,-0.7217835664898206,-0.014512775227031368,0.01331648789672295,0.00014009352367449975,0.018911826475297894,-0.061497576048225054,-1.6986300215883909e-06,-0.05888492866129693,-2.0488707061786752e-05,-0.0021908018856278515
abrothrix_sanborni,-150.89899698439217,-23.47819674409331,-5.491945152993772,3.9596083068820813,0.8236392864931956,-30.734272123226862,-44.98957194581536,-4.0793385013084417e-05,4.50735646690463e-05,-13.66632406638264,-0.002395028700848686,0.023393466833073473,5.055256232739223,-0.15675514721863504,0.001380591217766287,3.7864877674042634,0.17362083400649614,0.00020827693425605172,-0.13336145969758767,-7.089768025451616e-05,-0.0013426606505377101,0.000819850710170558,-0.7217835664904021,-0.014512775227012862,0.013316487896789436,0.00014009352235444384,0.018911826475783437,-0.06149757604793698,-1.698631288621318e-06,-0.05888492866247644,-2.0488705771174106e-05,-0.002190801886476539
acerodon_celebensis,181.28677956130252,-30.954802225407477,-6.266937600675114,6.125010477236461,42.108720877417866,1.481475940330897,-0.0033185024388799516,0.4116415404835732,0.47207799267254086,-0.0017487767433304088,36.78291866873984,0.03326560557603105,0.05304882068203746,0.18338600688227605,-41.67619634787419,0.0017732911864829877,-0.062033143002336644,-15.25908921446188,0.0004271077617318559,-0.22360892156955348,-0.0013242074015840661,2.7183600388908236,0.004040566231620658,-0.012186896770285392,0.0013876699953657326,0.24779166524933677,0.0011238161866512443,1.6876822036709426e-05,0.9333695156575903,-2.0286271184479978e-05,-0.04796342238940181,0.0001666230201858217
acerodon_jubatus,181.28677956130252,-30.954802225407494,-6.266937600675118,6.12501047723646,42.10872087741789,1.4814759403308824,-0.003318502438825053,0.41164154048360335,0.47207799267241796,-0.0017487767433598854,36.78291866874064,0.03326560557598057,0.05304882068202943,0.18338600688125703,-41.67619634787607,0.0017732911865147687,-0.06203314300343067,-15.259089214462268,0.00042710776399144663,-0.22360892156931225,-0.0013242074017169878,2.7183600388918117,0.0040405662308368165,-0.012186896770481136,0.0013876699954479502,0.24779166524911836,0.0011238161860816342,1.6876822182874875e-05,0.9333695156576192,-2.028627126818216e-05,-0.04796342238873609,0.0001666230205232554
acerodon_mackloti,181.28677956130252,-30.954802225407498,-6.266937600675121,6.125010477236465,42.10872087741788,1.4814759403308853,-0.0033185024388303836,0.4116415404839825,0.4720779926720789,-0.001748776743354126,36.78291866873964,0.03326560557586839,0.05304882068203671,0.18338600688184972,-41.67619634787518,0.0017732911865144874,-0.06203314300288366,-15.259089214461751,0.0004271077635730039,-0.2236089215693636,-0.0013242074017365735,2.7183600388905784,0.004040566231203452,-0.012186896770376586,0.0013876699950591484,0.24779166525006155,0.0011238161860809015,1.687682185364785e-05,0.93336951565757,-2.0286271575090173e-05,-0.047963422388823396,0.0001666230198270589
acinonyx_jubatus,174.7955015790461,-25.732350727851387,-2.1181629568816134,-5.6059379204188104,-48.122161292843856,-2.06153232619663,0.02301699867494175,-16.420828250073175,-65.95302592407299,-0.021102741768849628,-1.7814124350589338,0.03220837696822809,0.052575401431748436,0.13612733494823212,-0.4142776411718235,0.0029399330222193406,-0.030058559518347083,-1.1695804990432608,-0.0022830239796025344,1.5305931110874456,-0.026336881843490405,0.22789364325439807,-0.008456981757045358,0.1437963000109587,-0.18551501940523402,0.022584096738952057,0.025868024004230078,4.8745041866573185e-05,0.04626293276427572,1.2941287355458745e-05,16.918855227540078,-0.07587127050934586
acomys_kempi,-149.97375412306053,-22.794519793181117,-4.847473711179499,2.5300527815293523,0.4872079905743651,-16.548957174664615,51.8151149946075,-0.00031994584251212997,0.00022213473215128556,-27.64181310745522,-0.003658238745226399,0.034622601792475574,7.343025805072127,-0.22539013764812016,0.001968889768431319,5.247927860659434,0.23618041911578808,0.0002822559116679852,-0.17845808087458828,-9.48090363147585e-05,-0.0017899324626648372,0.0010893831132443984,-0.9580100368978428,-0.019215736911720183,0.017610435335091976,0.00018518373186448593,0.024975340139739698,-0.08106369646818457,-2.2375559071092577e-06,-0.07754704100631425,-2.6920352523524084e-05,-0.0028784497277726043
acomys_louisae,-149.97375412306053,-22.794519793181117,-4.847473711179501,2.530052781529354,0.48720799057436137,-16.548957174664622,51.8151149946075,-0.0003199458426155289,0.00022213473211737968,-27.641813107455214,-0.0036582387457037126,0.034622601792991606,7.343025805072114,-0.22539013764882723,0.0019688897678704982,5.247927860659409,0.23618041911596507,0.00028225591112816584,-0.17845808087518805,-9.480903610137815e-05,-0.001789932462871819,0.0010893831133481648,-0.9580100368976595,-0.019215736911634713,0.01761043533501856,0.00018518373133544197,0.024975340139645922,-0.08106369646800576,-2.2375554962742683e-06,-0.0775470410060729,-2.692035186830598e-05,-0.0028784497276613135
acomys_minous,-149.97375412306053,-22.794519793181117,-4.847473711179501,2.5300527815293545,0.48720799057434744,-16.54895717466462,51.8151149946075,-0.00031994584282232677,0.00022213473143926197,-27.64181310745522,-0.0036582387438899217,0.034622601791757614,7.343025805072149,-0.2253901376472051,0.0019688897681224243,5.247927860659447,0.23618041911523505,0.0002822559117038988,-0.1784580808747696,-9.480903625621406e-05,-0.0017899324625274761,0.001089383112669523,-0.9580100368978871,-0.019215736912076953,0.01761043533522607,0.00018518373228877758,0.0249753401399419,-0.08106369646845135,-2.237556056432847e-06,-0.07754704100646491,-2.6920352915271215e-05,-0.0028784497278570875
