canonical_taxon_id,species,order,family,genus,adult_body_mass_g,gestation_length_d,litter_size,weaning_age_d,home_range_km2,trophic_level,max_longevity_m
eupleres_goudotii,Eupleres goudotii,Carnivora,Eupleridae,Eupleres,2763.34,93.86,1.0,62.99,,2.0,
euroscaptor_micrura,Euroscaptor micrura,Soricomorpha,Talpidae,Euroscaptor,60.46,,,,,3.0,36.0
euroscaptor_mizura,Euroscaptor mizura,Soricomorpha,Talpidae,Euroscaptor,25.05,40.0,3.0,,,3.0,36.0
euryzygomatomys_spinosus,Euryzygomatomys spinosus,Rodentia,Echimyidae,Euryzygomatomys,187.49,,0.97,,,,
exilisciurus_concinnus,Exilisciurus concinnus,Rodentia,Sciuridae,Exilisciurus,27.72,,1.94,,,,
exilisciurus_exilis,Exilisciurus exilis,Rodentia,Sciuridae,Exilisciurus,21.75,,2.46,,,,
exilisciurus_whiteheadi,Exilisciurus whiteheadi,Rodentia,Sciuridae,Exilisciurus,24.91,,1.94,,,,
falsistrellus_mackenziei,Falsistrellus mackenziei,Chiroptera,Vespertilionidae,Falsistrellus,23.0,,,,,,
falsistrellus_tasmaniensis,Falsistrellus tasmaniensis,Chiroptera,Vespertilionidae,Falsistrellus,22.54,,,,,3.0,
felis_bieti,Felis bieti,Carnivora,Felidae,Felis,5486.95,,,,,,
felis_chaus,Felis chaus,Carnivora,Felidae,Felis,7157.99,62.88,2.94,95.49,,3.0,144.0
felis_manul,Felis manul,Carnivora,Felidae,Felis,3050.0,76.08,4.83,,,3.0,
felis_margarita,Felis margarita,Carnivora,Felidae,Felis,2823.36,63.61,4.12,,,3.0,
felis_nigripes,Felis nigripes,Carnivora,Felidae,Felis,1362.77,67.5,1.78,67.23,,3.0,144.0
felis_silvestris,Felis silvestris,Carnivora,Felidae,Felis,4573.08,65.49,3.59,76.01,1.29,3.0,336.0
felovia_vae,Felovia vae,Rodentia,Ctenodactylidae,Felovia,205.0,,1.0,,,1.0,
feroculus_feroculus,Feroculus feroculus,Soricomorpha,Soricidae,Feroculus,35.99,,,,,,
fossa_fossana,Fossa fossana,Carnivora,Eupleridae,Fossa,1853.98,88.38,1.0,66.84,0.75,2.0,132.0
funambulus_palmarum,Funambulus palmarum,Rodentia,Sciuridae,Funambulus,136.4,34.0,2.62,,,,
funambulus_pennantii,Funambulus pennantii,Rodentia,Sciuridae,Funambulus,102.49,41.77,2.95,56.0,0.001374507,,
funambulus_sublineatus,Funambulus sublineatus,Rodentia,Sciuridae,Funambulus,70.93,,2.0,,,,
funambulus_tristriatus,Funambulus tristriatus,Rodentia,Sciuridae,Funambulus,134.62,,2.64,125.69,,,
funisciurus_anerythrus,Funisciurus anerythrus,Rodentia,Sciuridae,Funisciurus,223.54,,1.32,,,1.0,
funisciurus_bayonii,Funisciurus bayonii,Rodentia,Sciuridae,Funisciurus,134.99,,,,,,
funisciurus_carruthersi,Funisciurus carruthersi,Rodentia,Sciuridae,Funisciurus,276.85,,,,,,
funisciurus_congicus,Funisciurus congicus,Rodentia,Sciuridae,Funisciurus,112.0,54.23,2.44,49.99,0.003290498,2.0,114.0
funisciurus_isabella,Funisciurus isabella,Rodentia,Sciuridae,Funisciurus,109.31,,0.98,,,1.0,
funisciurus_lemniscatus,Funisciurus lemniscatus,Rodentia,Sciuridae,Funisciurus,140.99,,1.8,,,2.0,
funisciurus_leucogenys,Funisciurus leucogenys,Rodentia,Sciuridae,Funisciurus,250.0,,0.97,,,,
funisciurus_pyrropus,Funisciurus pyrropus,Rodentia,Sciuridae,Funisciurus,243.18,,1.26,,,1.0,
funisciurus_substriatus,Funisciurus substriatus,Rodentia,Sciuridae,Funisciurus,185.73,,,,,,
furipterus_horrens,Furipterus horrens,Chiroptera,Furipteridae,Furipterus,3.15,,1.0,,,3.0,
galago_alleni,Galago alleni,Primates,Galagidae,Galago,266.03,133.0,1.29,,0.18,1.0,144.0
galago_demidoff,Galago demidoff,Primates,Galagidae,Galago,66.04,111.0,1.29,43.47,0.01,2.0,168.0
galago_gallarum,Galago gallarum,Primates,Galagidae,Galago,250.0,,,,,,
galago_matschiei,Galago matschiei,Primates,Galagidae,Galago,211.61,,0.99,,,,
galago_moholi,Galago moholi,Primates,Galagidae,Galago,191.96,122.29,1.6,90.46,0.04,1.0,198.0
galago_senegalensis,Galago senegalensis,Primates,Galagidae,Galago,215.2,126.98,1.5,93.93,0.08,2.0,204.0
galago_thomasi,Galago thomasi,Primates,Galagidae,Galago,117.35,,,,,,
galago_zanzibaricus,Galago zanzibaricus,Primates,Galagidae,Galago,147.35,120.0,1.29,59.27,0.01,2.0,
galea_flavidens,Galea flavidens,Rodentia,Caviidae,Galea,450.0,53.0,,,,1.0,
galea_musteloides,Galea musteloides,Rodentia,Caviidae,Galea,386.64,53.9,2.6,31.13,,1.0,21.6
galea_spixii,Galea spixii,Rodentia,Caviidae,Galea,360.61,50.66,2.19,42.09,0.000535015,1.0,55.2
galemys_pyrenaicus,Galemys pyrenaicus,Soricomorpha,Talpidae,Galemys,60.17,30.0,3.54,,0.001551623,3.0,60.0
galenomys_garleppi,Galenomys garleppi,Rodentia,Cricetidae,Galenomys,59.3,,,,,,
galeopterus_variegates,Galeopterus variegates,Dermoptera,Cynocephalidae,Galeopterus,1112.2,59.99,1.0,,,1.0,3.45
galerella_flavescens,Galerella flavescens,Carnivora,Herpestidae,Galerella,750.0,,,,,,
galerella_pulverulenta,Galerella pulverulenta,Carnivora,Herpestidae,Galerella,791.4,,2.25,,3.81,3.0,104.5
galerella_sanguinea,Galerella sanguinea,Carnivora,Herpestidae,Galerella,543.83,61.27,2.5,54.44,0.66,2.0,72.0
galictis_cuja,Galictis cuja,Carnivora,Mustelidae,Galictis,1000.0,,,,,3.0,87.0
galidia_elegans,Galidia elegans,Carnivora,Eupleridae,Galidia,810.0,76.11,1.0,59.27,0.17,2.0,158.4
galidictis_fasciata,Galidictis fasciata,Carnivora,Eupleridae,Galidictis,549.99,,1.0,,,3.0,
galidictis_grandidieri,Galidictis grandidieri,Carnivora,Eupleridae,Galidictis,1400.0,,1.0,,,3.0,
gazella_arabica,Gazella arabica,Artiodactyla,Bovidae,Gazella,24124.67,,1.5,,,1.0,135.96
gazella_bennettii,Gazella bennettii,Artiodactyla,Bovidae,Gazella,18916.67,,,,,,
gazella_dorcas,Gazella dorcas,Artiodactyla,Bovidae,Gazella,15635.95,172.0,1.22,61.35,15.52,2.0,209.04
gazella_gazella,Gazella gazella,Artiodactyla,Bovidae,Gazella,21306.83,180.0,1.22,86.17,1.46,1.0,219.0
gazella_leptoceros,Gazella leptoceros,Artiodactyla,Bovidae,Gazella,24645.75,167.29,1.0,,,1.0,168.0
gazella_spekei,Gazella spekei,Artiodactyla,Bovidae,Gazella,20000.0,178.59,1.0,,,,152.04
gazella_subgutturosa,Gazella subgutturosa,Artiodactyla,Bovidae,Gazella,26981.37,159.68,1.39,116.41,,1.0,240.0
genetta_abyssinica,Genetta abyssinica,Carnivora,Viverridae,Genetta,1405.48,,,,,,
genetta_angolensis,Genetta angolensis,Carnivora,Viverridae,Genetta,1859.64,,,,,,
genetta_cristata,Genetta cristata,Carnivora,Viverridae,Genetta,1863.23,,2.5,,,3.0,408.0
genetta_genetta,Genetta genetta,Carnivora,Viverridae,Genetta,1756.17,74.18,2.29,71.8,10.9,2.0,408.0
genetta_johnstoni,Genetta johnstoni,Carnivora,Viverridae,Genetta,2225.0,,,,,,
genetta_maculata,Genetta maculata,Carnivora,Viverridae,Genetta,1950.0,,2.12,,,2.0,
genetta_piscivora,Genetta piscivora,Carnivora,Viverridae,Genetta,1648.05,,0.96,,,3.0,
genetta_servalina,Genetta servalina,Carnivora,Viverridae,Genetta,1175.84,,1.5,,,2.0,
genetta_thierryi,Genetta thierryi,Carnivora,Viverridae,Genetta,1400.0,,,,,,
genetta_tigrina,Genetta tigrina,Carnivora,Viverridae,Genetta,2066.57,71.48,2.76,87.77,0.04,2.0,180.0
genetta_victoriae,Genetta victoriae,Carnivora,Viverridae,Genetta,2743.69,,,,,,
geocapromys_brownii,Geocapromys brownii,Rodentia,Capromyidae,Geocapromys,1497.48,120.0,1.73,2.17,,1.0,99.6
geocapromys_ingrahami,Geocapromys ingrahami,Rodentia,Capromyidae,Geocapromys,733.52,109.21,1.04,5.84,,1.0,72.0
geogale_aurita,Geogale aurita,Afrosoricida,Tenrecidae,Geogale,6.69,57.64,3.4,34.86,,3.0,
geomys_arenarius,Geomys arenarius,Rodentia,Geomyidae,Geomys,206.0,,4.71,,,1.0,
geomys_attwateri,Geomys attwateri,Rodentia,Geomyidae,Geomys,144.06,,1.89,,0.000214131,1.0,
geomys_breviceps,Geomys breviceps,Rodentia,Geomyidae,Geomys,136.47,,2.53,,,1.0,
geomys_bursarius,Geomys bursarius,Rodentia,Geomyidae,Geomys,203.75,18.5,3.14,34.9,,1.0,86.4
geomys_knoxjonesi,Geomys knoxjonesi,Rodentia,Geomyidae,Geomys,172.49,23.98,,24.36,,1.0,
geomys_personatus,Geomys personatus,Rodentia,Geomyidae,Geomys,397.0,,3.09,,,1.0,
geomys_pinetis,Geomys pinetis,Rodentia,Geomyidae,Geomys,201.15,,1.68,,,1.0,
geomys_tropicalis,Geomys tropicalis,Rodentia,Geomyidae,Geomys,349.99,,4.0,30.24,,1.0,84.0
georychus_capensis,Georychus capensis,Rodentia,Bathyergidae,Georychus,188.36,43.74,5.94,21.83,0.000212281,2.0,36.0
geoxus_valdivianus,Geoxus valdivianus,Rodentia,Cricetidae,Geoxus,30.8,,3.4,,,2.0,
gerbilliscus_afra,Gerbilliscus afra,Rodentia,Muridae,Gerbilliscus,92.13,23.3,3.92,,,,
gerbilliscus_brantsii,Gerbilliscus brantsii,Rodentia,Muridae,Gerbilliscus,89.41,22.64,2.74,28.78,0.000541371,,
gerbilliscus_guineae,Gerbilliscus guineae,Rodentia,Muridae,Gerbilliscus,102.5,,,,,,
gerbilliscus_inclusus,Gerbilliscus inclusus,Rodentia,Muridae,Gerbilliscus,118.5,23.15,,21.99,,,
gerbilliscus_kempi,Gerbilliscus kempi,Rodentia,Muridae,Gerbilliscus,100.83,25.33,4.0,,,,
gerbilliscus_leucogaster,Gerbilliscus leucogaster,Rodentia,Muridae,Gerbilliscus,73.75,28.37,4.5,27.89,,,
gerbilliscus_nigricaudus,Gerbilliscus nigricaudus,Rodentia,Muridae,Gerbilliscus,123.0,,4.44,,,,
gerbilliscus_phillipsi,Gerbilliscus phillipsi,Rodentia,Muridae,Gerbilliscus,127.07,,,,,,
gerbilliscus_robustus,Gerbilliscus robustus,Rodentia,Muridae,Gerbilliscus,95.99,,5.26,,,,
gerbilliscus_validus,Gerbilliscus validus,Rodentia,Muridae,Gerbilliscus,121.0,25.0,3.94,,,,
gerbillurus_paeba,Gerbillurus paeba,Rodentia,Muridae,Gerbillurus,25.91,26.0,3.64,22.84,0.01,2.0,
gerbillurus_setzeri,Gerbillurus setzeri,Rodentia,Muridae,Gerbillurus,38.29,,,25.35,,2.0,
gerbillurus_tytonis,Gerbillurus tytonis,Rodentia,Muridae,Gerbillurus,29.79,,4.4,29.0,,,
gerbillurus_vallinus,Gerbillurus vallinus,Rodentia,Muridae,Gerbillurus,35.24,,3.87,25.35,,,
gerbillus_amoenus,Gerbillus amoenus,Rodentia,Muridae,Gerbillus,13.2,,,,,,
gerbillus_andersoni,Gerbillus andersoni,Rodentia,Muridae,Gerbillus,27.5,,3.89,,,1.0,
gerbillus_cheesmani,Gerbillus cheesmani,Rodentia,Muridae,Gerbillus,28.0,,8.0,,,,
gerbillus_gerbillus,Gerbillus gerbillus,Rodentia,Muridae,Gerbillus,26.99,,4.14,,,,
gerbillus_gleadowi,Gerbillus gleadowi,Rodentia,Muridae,Gerbillus,26.01,20.0,3.0,,,,
gerbillus_henleyi,Gerbillus henleyi,Rodentia,Muridae,Gerbillus,8.0,,4.0,,,,
gerbillus_nanus,Gerbillus nanus,Rodentia,Muridae,Gerbillus,25.5,20.97,3.16,27.79,,,
gerbillus_nigeriae,Gerbillus nigeriae,Rodentia,Muridae,Gerbillus,29.7,,,,,,
gerbillus_perpallidus,Gerbillus perpallidus,Rodentia,Muridae,Gerbillus,52.22,20.22,4.65,,,,
gerbillus_pusillus,Gerbillus pusillus,Rodentia,Muridae,Gerbillus,12.55,,,,,,
gerbillus_pyramidum,Gerbillus pyramidum,Rodentia,Muridae,Gerbillus,42.8,22.14,3.3,27.5,,1.0,98.4
giraffa_camelopardalis,Giraffa camelopardalis,Artiodactyla,Giraffidae,Giraffa,964654.73,455.25,1.29,212.91,81.52,1.0,435.6
glaucomys_sabrinus,Glaucomys sabrinus,Rodentia,Sciuridae,Glaucomys,137.53,40.0,3.0,65.0,0.05,2.0,156.0
glaucomys_volans,Glaucomys volans,Rodentia,Sciuridae,Glaucomys,71.9,39.49,3.13,57.23,0.005345752,2.0,144.0
glauconycteris_argentata,Glauconycteris argentata,Chiroptera,Vespertilionidae,Glauconycteris,9.3,,,,,,
glauconycteris_beatrix,Glauconycteris beatrix,Chiroptera,Vespertilionidae,Glauconycteris,7.5,,,,,,
glauconycteris_gleni,Glauconycteris gleni,Chiroptera,Vespertilionidae,Glauconycteris,10.81,,,,,,
glauconycteris_humeralis,Glauconycteris humeralis,Chiroptera,Vespertilionidae,Glauconycteris,5.49,,,,,,
glauconycteris_kenyacola,Glauconycteris kenyacola,Chiroptera,Vespertilionidae,Glauconycteris,7.17,,,,,,
glauconycteris_poensis,Glauconycteris poensis,Chiroptera,Vespertilionidae,Glauconycteris,6.91,,,,,,
glauconycteris_variegata,Glauconycteris variegata,Chiroptera,Vespertilionidae,Glauconycteris,11.25,,1.12,,,3.0,
glironia_venusta,Glironia venusta,Didelphimorphia,Didelphidae,Glironia,114.0,,,,,2.0,
glis_glis,Glis glis,Rodentia,Gliridae,Glis,128.09,28.19,5.17,27.84,0.001479636,,108.0
glischropus_tylopus,Glischropus tylopus,Chiroptera,Vespertilionidae,Glischropus,4.59,,1.0,,,3.0,
glossophaga_commissarisi,Glossophaga commissarisi,Chiroptera,Phyllostomidae,Glossophaga,9.15,,0.98,,,2.0,
glossophaga_leachii,Glossophaga leachii,Chiroptera,Phyllostomidae,Glossophaga,10.24,,0.98,,,2.0,
glossophaga_longirostris,Glossophaga longirostris,Chiroptera,Phyllostomidae,Glossophaga,13.32,,0.98,,,2.0,
glossophaga_morenoi,Glossophaga morenoi,Chiroptera,Phyllostomidae,Glossophaga,8.54,,1.0,,,2.0,
glossophaga_soricina,Glossophaga soricina,Chiroptera,Phyllostomidae,Glossophaga,9.97,107.97,1.0,32.3,,2.0,120.0
glyphonycteris_daviesi,Glyphonycteris daviesi,Chiroptera,Phyllostomidae,Glyphonycteris,18.61,,0.98,,,2.0,
glyphonycteris_sylvestris,Glyphonycteris sylvestris,Chiroptera,Phyllostomidae,Glyphonycteris,8.91,,,,,2.0,
golunda_ellioti,Golunda ellioti,Rodentia,Muridae,Golunda,60.73,,4.83,,,1.0,
gorilla_beringei,Gorilla beringei,Primates,Hominidae,Gorilla,149325.19,,,,,,
gorilla_gorilla,Gorilla gorilla,Primates,Hominidae,Gorilla,112588.99,257.0,1.05,920.35,4.03,2.0,648.0
gracilinanus_aceramarcae,Gracilinanus aceramarcae,Didelphimorphia,Didelphidae,Gracilinanus,20.5,,,,,,
gracilinanus_agilis,Gracilinanus agilis,Didelphimorphia,Didelphidae,Gracilinanus,22.03,,12.0,,,,
gracilinanus_dryas,Gracilinanus dryas,Didelphimorphia,Didelphidae,Gracilinanus,18.53,,,,,,
gracilinanus_emiliae,Gracilinanus emiliae,Didelphimorphia,Didelphidae,Gracilinanus,7.59,,,,,,
gracilinanus_marica,Gracilinanus marica,Didelphimorphia,Didelphidae,Gracilinanus,23.8,,5.99,,,,
gracilinanus_microtarsus,Gracilinanus microtarsus,Didelphimorphia,Didelphidae,Gracilinanus,29.3,,,,,,
grammomys_cometes,Grammomys cometes,Rodentia,Muridae,Grammomys,45.0,,2.9,22.5,,,
grammomys_dolichurus,Grammomys dolichurus,Rodentia,Muridae,Grammomys,41.85,23.99,3.11,23.87,,,52.8
grammomys_ibeanus,Grammomys ibeanus,Rodentia,Muridae,Grammomys,41.19,,,,,,
grammomys_macmillani,Grammomys macmillani,Rodentia,Muridae,Grammomys,37.01,,,,,,
grammomys_minnae,Grammomys minnae,Rodentia,Muridae,Grammomys,35.99,,,,,,
graomys_domorum,Graomys domorum,Rodentia,Cricetidae,Graomys,102.0,,,,,,
graomys_edithae,Graomys edithae,Rodentia,Cricetidae,Graomys,40.4,,,,,,
graomys_griseoflavus,Graomys griseoflavus,Rodentia,Cricetidae,Graomys,68.32,,6.97,,,,
graphiurus_kelleni,Graphiurus kelleni,Rodentia,Gliridae,Graphiurus,10.5,,4.41,,,2.0,
graphiurus_murinus,Graphiurus murinus,Rodentia,Gliridae,Graphiurus,20.07,23.99,3.0,,,2.0,69.6
graphiurus_nagtglasii,Graphiurus nagtglasii,Rodentia,Gliridae,Graphiurus,30.0,,3.11,,,2.0,
graphiurus_ocularis,Graphiurus ocularis,Rodentia,Gliridae,Graphiurus,68.8,,4.99,,0.09,2.0,
graphiurus_platyops,Graphiurus platyops,Rodentia,Gliridae,Graphiurus,46.1,,5.17,,,2.0,
gulo_gulo,Gulo gulo,Carnivora,Mustelidae,Gulo,12792.49,161.73,2.84,83.64,343.27,3.0,216.0
gymnobelideus_leadbeateri,Gymnobelideus leadbeateri,Diprotodontia,Petauridae,Gymnobelideus,137.32,18.43,1.54,119.32,0.01,2.0,132.0
gymnuromys_roberti,Gymnuromys roberti,Rodentia,Nesomyidae,Gymnuromys,97.5,,1.94,,,1.0,
habromys_chinanteco,Habromys chinanteco,Rodentia,Cricetidae,Habromys,40.0,,,,,,
habromys_lophurus,Habromys lophurus,Rodentia,Cricetidae,Habromys,40.0,,,,,,
habromys_simulatus,Habromys simulatus,Rodentia,Cricetidae,Habromys,40.0,,,,,,
handleyomys_fuscatus,Handleyomys fuscatus,Rodentia,Cricetidae,Handleyomys,49.5,,,,,,
handleyomys_intectus,Handleyomys intectus,Rodentia,Cricetidae,Handleyomys,60.5,,,,,,
hapalemur_alaotrensis,Hapalemur alaotrensis,Primates,Lemuridae,Hapalemur,1616.83,,,,,,
hapalemur_aureus,Hapalemur aureus,Primates,Lemuridae,Hapalemur,1562.41,142.5,1.01,,0.21,1.0,
hapalemur_griseus,Hapalemur griseus,Primates,Lemuridae,Hapalemur,916.0,141.24,1.5,136.29,0.01,1.0,205.2
hapalomys_longicaudatus,Hapalomys longicaudatus,Rodentia,Muridae,Hapalomys,70.0,,,,,1.0,
haplonycteris_fischeri,Haplonycteris fischeri,Chiroptera,Pteropodidae,Haplonycteris,18.25,174.73,1.0,76.04,,1.0,120.0
harpiocephalus_harpia,Harpiocephalus harpia,Chiroptera,Vespertilionidae,Harpiocephalus,13.65,,,,,3.0,
harpyionycteris_celebensis,Harpyionycteris celebensis,Chiroptera,Pteropodidae,Harpyionycteris,116.77,,0.98,,,,
harpyionycteris_whiteheadi,Harpyionycteris whiteheadi,Chiroptera,Pteropodidae,Harpyionycteris,135.48,132.74,1.0,111.6,,1.0,
heimyscus_fumosus,Heimyscus fumosus,Rodentia,Muridae,Heimyscus,17.2,,,,,,
helarctos_malayanus,Helarctos malayanus,Carnivora,Ursidae,Helarctos,57075.78,98.34,1.1,90.36,,1.0,297.6
heliophobius_argenteocinereus,Heliophobius argenteocinereus,Rodentia,Bathyergidae,Heliophobius,159.46,87.0,2.46,,0.000134237,1.0,37.2
heliosciurus_gambianus,Heliosciurus gambianus,Rodentia,Sciuridae,Heliosciurus,248.36,,2.91,,,,
heliosciurus_mutabilis,Heliosciurus mutabilis,Rodentia,Sciuridae,Heliosciurus,390.0,,,,,2.0,
heliosciurus_punctatus,Heliosciurus punctatus,Rodentia,Sciuridae,Heliosciurus,173.85,,,,,,
heliosciurus_rufobrachium,Heliosciurus rufobrachium,Rodentia,Sciuridae,Heliosciurus,332.88,,2.0,,,1.0,106.8
heliosciurus_ruwenzorii,Heliosciurus ruwenzorii,Rodentia,Sciuridae,Heliosciurus,291.0,,2.91,,,,
heliosciurus_undulatus,Heliosciurus undulatus,Rodentia,Sciuridae,Heliosciurus,347.33,,,,,,
helogale_hirtula,Helogale hirtula,Carnivora,Herpestidae,Helogale,484.63,,,,,3.0,
helogale_parvula,Helogale parvula,Carnivora,Herpestidae,Helogale,281.83,54.08,3.49,21.0,0.21,3.0,131.0
hemibelideus_lemuroides,Hemibelideus lemuroides,Diprotodontia,Pseudocheiridae,Hemibelideus,993.59,,1.0,,,,48.0
hemicentetes_nigriceps,Hemicentetes nigriceps,Afrosoricida,Tenrecidae,Hemicentetes,102.99,55.32,2.84,22.71,,3.0,31.2
hemicentetes_semispinosus,Hemicentetes semispinosus,Afrosoricida,Tenrecidae,Hemicentetes,134.0,53.07,5.32,21.5,,3.0,32.4
hemiechinus_auritus,Hemiechinus auritus,Erinaceomorpha,Erinaceidae,Hemiechinus,322.04,37.18,3.74,39.7,0.03,2.0,81.6
hemigalus_derbyanus,Hemigalus derbyanus,Carnivora,Viverridae,Hemigalus,1262.7,,1.73,69.6,,2.0,144.0
hemitragus_hylocrius,Hemitragus hylocrius,Artiodactyla,Bovidae,Hemitragus,74186.41,186.35,1.41,27.28,,1.0,207.0
hemitragus_jayakari,Hemitragus jayakari,Artiodactyla,Bovidae,Hemitragus,22210.18,164.31,1.0,,,1.0,168.0
hemitragus_jemlahicus,Hemitragus jemlahicus,Artiodactyla,Bovidae,Hemitragus,68616.43,195.76,1.01,,,1.0,261.6
herpestes_brachyurus,Herpestes brachyurus,Carnivora,Herpestidae,Herpestes,1396.16,,3.49,,,3.0,
herpestes_edwardsi,Herpestes edwardsi,Carnivora,Herpestidae,Herpestes,1304.67,63.09,2.0,34.8,,2.0,
herpestes_ichneumon,Herpestes ichneumon,Carnivora,Herpestidae,Herpestes,2980.02,75.87,3.0,58.09,2.18,2.0,240.0
herpestes_javanicus,Herpestes javanicus,Carnivora,Herpestidae,Herpestes,750.0,48.48,2.21,43.59,0.22,2.0,120.0
herpestes_naso,Herpestes naso,Carnivora,Herpestidae,Herpestes,3002.08,,,,0.4,3.0,
herpestes_smithii,Herpestes smithii,Carnivora,Herpestidae,Herpestes,1702.5,,2.5,,,2.0,
herpestes_urva,Herpestes urva,Carnivora,Herpestidae,Herpestes,2384.19,65.7,3.0,,,2.0,160.0
herpestes_vitticollis,Herpestes vitticollis,Carnivora,Herpestidae,Herpestes,2380.0,,2.73,,,,
hesperoptenus_blanfordi,Hesperoptenus blanfordi,Chiroptera,Vespertilionidae,Hesperoptenus,6.91,,,,,,
hesperoptenus_tickelli,Hesperoptenus tickelli,Chiroptera,Vespertilionidae,Hesperoptenus,16.3,,1.0,,,,
heterocephalus_glaber,Heterocephalus glaber,Rodentia,Bathyergidae,Heterocephalus,39.36,70.49,11.3,27.28,0.004215132,1.0,120.0
heterohyrax_brucei,Heterohyrax brucei,Hyracoidea,Procaviidae,Heterohyrax,2453.66,228.12,1.89,129.04,,1.0,168.0
heteromys_anomalus,Heteromys anomalus,Rodentia,Heteromyidae,Heteromys,69.06,,2.83,,,2.0,
heteromys_australis,Heteromys australis,Rodentia,Heteromyidae,Heteromys,267.49,,2.75,,,1.0,
heteromys_desmarestianus,Heteromys desmarestianus,Rodentia,Heteromyidae,Heteromys,74.0,27.86,3.06,29.77,0.001025001,1.0,
heteromys_gaumeri,Heteromys gaumeri,Rodentia,Heteromyidae,Heteromys,63.59,,2.95,,,1.0,
heteromys_nelsoni,Heteromys nelsoni,Rodentia,Heteromyidae,Heteromys,67.55,,,,,1.0,
heteromys_oresterus,Heteromys oresterus,Rodentia,Heteromyidae,Heteromys,74.8,,3.41,,,1.0,
hexaprotodon_liberiensis,Hexaprotodon liberiensis,Artiodactyla,Hippopotamidae,Hexaprotodon,235001.16,200.0,1.0,211.71,0.72,1.0,525.6
hippocamelus_antisensis,Hippocamelus antisensis,Artiodactyla,Cervidae,Hippocamelus,68599.35,235.72,1.0,,,1.0,127.2
hippocamelus_bisulcus,Hippocamelus bisulcus,Artiodactyla,Cervidae,Hippocamelus,69240.81,212.91,1.0,,0.86,1.0,
hippopotamus_amphibius,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,Hippopotamus,1536310.4,235.37,1.0,319.01,,2.0,654.0
hipposideros_armiger,Hipposideros armiger,Chiroptera,Hipposideridae,Hipposideros,49.99,,,,,3.0,
hipposideros_ater,Hipposideros ater,Chiroptera,Hipposideridae,Hipposideros,5.86,195.0,0.99,79.2,,3.0,
hipposideros_beatus,Hipposideros beatus,Chiroptera,Hipposideridae,Hipposideros,6.7,,,,,,
hipposideros_bicolor,Hipposideros bicolor,Chiroptera,Hipposideridae,Hipposideros,8.39,42.1,0.99,,,3.0,
hipposideros_caffer,Hipposideros caffer,Chiroptera,Hipposideridae,Hipposideros,9.46,139.92,0.99,73.48,,3.0,
hipposideros_cervinus,Hipposideros cervinus,Chiroptera,Hipposideridae,Hipposideros,8.51,,,,,3.0,
hipposideros_cineraceus,Hipposideros cineraceus,Chiroptera,Hipposideridae,Hipposideros,3.84,,0.98,,,3.0,
hipposideros_commersoni,Hipposideros commersoni,Chiroptera,Hipposideridae,Hipposideros,89.99,150.34,0.99,151.03,,3.0,
hipposideros_corynophyllus,Hipposideros corynophyllus,Chiroptera,Hipposideridae,Hipposideros,15.07,,,,,,
hipposideros_cyclops,Hipposideros cyclops,Chiroptera,Hipposideridae,Hipposideros,32.92,106.45,1.0,116.92,,,
hipposideros_diadema,Hipposideros diadema,Chiroptera,Hipposideridae,Hipposideros,46.9,,1.0,,,3.0,
hipposideros_doriae,Hipposideros doriae,Chiroptera,Hipposideridae,Hipposideros,4.24,,,,,3.0,
hipposideros_fulvus,Hipposideros fulvus,Chiroptera,Hipposideridae,Hipposideros,8.83,161.65,1.0,36.58,,3.0,144.0
hipposideros_galeritus,Hipposideros galeritus,Chiroptera,Hipposideridae,Hipposideros,10.17,,0.99,,,2.0,
hipposideros_gigas,Hipposideros gigas,Chiroptera,Hipposideridae,Hipposideros,115.42,,1.0,,,,
hipposideros_halophyllus,Hipposideros halophyllus,Chiroptera,Hipposideridae,Hipposideros,4.0,,,,,3.0,
hipposideros_inornatus,Hipposideros inornatus,Chiroptera,Hipposideridae,Hipposideros,25.9,,,,,,
hipposideros_jonesi,Hipposideros jonesi,Chiroptera,Hipposideridae,Hipposideros,5.49,,,,,,
hipposideros_lankadiva,Hipposideros lankadiva,Chiroptera,Hipposideridae,Hipposideros,44.76,257.02,0.99,82.72,,3.0,
hipposideros_larvatus,Hipposideros larvatus,Chiroptera,Hipposideridae,Hipposideros,19.95,,0.98,,,3.0,
hipposideros_lekaguli,Hipposideros lekaguli,Chiroptera,Hipposideridae,Hipposideros,31.08,,,,,3.0,
hipposideros_lylei,Hipposideros lylei,Chiroptera,Hipposideridae,Hipposideros,40.0,,,,,3.0,
hipposideros_maggietaylorae,Hipposideros maggietaylorae,Chiroptera,Hipposideridae,Hipposideros,16.1,,,,,,
hipposideros_obscurus,Hipposideros obscurus,Chiroptera,Hipposideridae,Hipposideros,9.6,,,,,3.0,
hipposideros_pomona,Hipposideros pomona,Chiroptera,Hipposideridae,Hipposideros,6.2,,,,,3.0,
hipposideros_pygmaeus,Hipposideros pygmaeus,Chiroptera,Hipposideridae,Hipposideros,3.53,,,,,3.0,
hipposideros_ridleyi,Hipposideros ridleyi,Chiroptera,Hipposideridae,Hipposideros,9.59,,0.98,,,3.0,
hipposideros_ruber,Hipposideros ruber,Chiroptera,Hipposideridae,Hipposideros,10.61,92.54,1.0,,,,
hipposideros_semoni,Hipposideros semoni,Chiroptera,Hipposideridae,Hipposideros,14.0,,,,,,
